recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,9.41000000693748e-05,101,001,2023-05-14_15h24.10.442,student_script_ver003,60.10391967709848,
