recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,9.430000000065775e-05,101,001,2023-05-14_15h28.10.803,student_script_ver003,59.81659037063748,
