recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,8.759999991525547e-05,101,001,2023-05-14_16h01.38.345,student_script_ver003,60.043976208110216,
