recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,8.940000043367036e-05,101,001,2023_May_12_1208,student_script_ver003,60.03691069243398,
