recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,8.399999978792039e-05,101,001,2023-05-14_15h55.56.407,student_script_ver003,60.88028014679046,
