recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,8.580000212532468e-05,101,001,2023_May_12_1205,student_script_ver003,59.90491891224516,
