recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,9.620000037102727e-05,101,001,2023-05-14_16h34.13.879,student_script_ver003,60.489371110208985,
