recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,7.749999986117473e-05,101,001,2023-05-14_16h20.57.652,student_script_ver003,59.94614438379803,
