recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,0.007927700004074723,101,001,2023_May_14_1449,student_script_ver003,60.112482479955865,
