recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,0.00011580000136746094,101,001,2023_May_12_1054,student_script_ver003,60.089834302088974,
