recordingloop.thisRepN,recordingloop.thisTrialN,recordingloop.thisN,recordingloop.thisIndex,key_resp_trigger.keys,key_resp_trigger.rt,participant,session,date,expName,frameRate,
,,,,auto,9.080000018002465e-05,101,001,2023-05-14_16h52.29.882,student_script_ver003,59.5393677276089,
